record_date,month_in_year,day_in_month,day_in_year,day_in_week,week_in_month,week_in_year,is_holiday,holiday_before,holiday_after,day_in_holiday,is_adjust,is_special_holiday
2015-11-29,11,29,333,7,5,48,1,0,0,2,0,0
2015-11-30,11,30,334,1,6,48,0,5,1,0,0,0
2015-12-01,12,1,335,2,1,48,0,4,2,0,0,0
2015-12-02,12,2,336,3,1,48,0,3,3,0,0,0
2015-12-03,12,3,337,4,1,48,0,2,4,0,0,0
2015-12-04,12,4,338,5,1,48,0,1,5,0,0,0
2015-12-05,12,5,339,6,1,48,1,0,0,1,0,0
2015-12-06,12,6,340,7,1,49,1,0,0,2,0,0
2015-12-07,12,7,341,1,2,49,0,5,1,0,0,0
2015-12-08,12,8,342,2,2,49,0,4,2,0,0,0
2015-12-09,12,9,343,3,2,49,0,3,3,0,0,0
2015-12-10,12,10,344,4,2,49,0,2,4,0,0,0
2015-12-11,12,11,345,5,2,49,0,1,5,0,0,0
2015-12-12,12,12,346,6,2,49,1,0,0,1,0,0
2015-12-13,12,13,347,7,2,50,1,0,0,2,0,0
2015-12-14,12,14,348,1,3,50,0,5,1,0,0,0
2015-12-15,12,15,349,2,3,50,0,4,2,0,0,0
2015-12-16,12,16,350,3,3,50,0,3,3,0,0,0
2015-12-17,12,17,351,4,3,50,0,2,4,0,0,0
2015-12-18,12,18,352,5,3,50,0,1,5,0,0,0
2015-12-19,12,19,353,6,3,50,1,0,0,1,0,0
2015-12-20,12,20,354,7,3,51,1,0,0,2,0,0
2015-12-21,12,21,355,1,4,51,0,5,1,0,0,0
2015-12-22,12,22,356,2,4,51,0,4,2,0,0,0
2015-12-23,12,23,357,3,4,51,0,3,3,0,0,0
2015-12-24,12,24,358,4,4,51,0,2,4,0,0,0
2015-12-25,12,25,359,5,4,51,0,1,5,0,0,0
2015-12-26,12,26,360,6,4,51,1,0,0,1,0,0
2015-12-27,12,27,361,7,4,52,1,0,0,2,0,0
2015-12-28,12,28,362,1,5,52,0,4,1,0,0,0
2015-12-29,12,29,363,2,5,52,0,3,2,0,0,0
2015-12-30,12,30,364,3,5,52,0,2,3,0,0,0
2015-12-31,12,31,365,4,5,52,0,1,4,0,0,0
2016-01-01,1,1,001,5,1,00,1,0,0,1,1,1
2016-01-02,1,2,002,6,1,00,1,0,0,2,0,1
2016-01-03,1,3,003,7,1,01,1,0,0,3,0,1
2016-01-04,1,4,004,1,2,01,0,5,1,0,0,0
2016-01-05,1,5,005,2,2,01,0,4,2,0,0,0
2016-01-06,1,6,006,3,2,01,0,3,3,0,0,0
2016-01-07,1,7,007,4,2,01,0,2,4,0,0,0
2016-01-08,1,8,008,5,2,01,0,1,5,0,0,0
2016-01-09,1,9,009,6,2,01,1,0,0,1,0,0
2016-01-10,1,10,010,7,2,02,1,0,0,2,0,0
2016-01-11,1,11,011,1,3,02,0,5,1,0,0,0
2016-01-12,1,12,012,2,3,02,0,4,2,0,0,0
2016-01-13,1,13,013,3,3,02,0,3,3,0,0,0
2016-01-14,1,14,014,4,3,02,0,2,4,0,0,0
2016-01-15,1,15,015,5,3,02,0,1,5,0,0,0
2016-01-16,1,16,016,6,3,02,1,0,0,1,0,0
2016-01-17,1,17,017,7,3,03,1,0,0,2,0,0
2016-01-18,1,18,018,1,4,03,0,5,1,0,0,0
2016-01-19,1,19,019,2,4,03,0,4,2,0,0,0
2016-01-20,1,20,020,3,4,03,0,3,3,0,0,0
2016-01-21,1,21,021,4,4,03,0,2,4,0,0,0
2016-01-22,1,22,022,5,4,03,0,1,5,0,0,0
2016-01-23,1,23,023,6,4,03,1,0,0,1,0,0
2016-01-24,1,24,024,7,4,04,1,0,0,2,0,0
2016-01-25,1,25,025,1,5,04,0,5,1,0,0,0
2016-01-26,1,26,026,2,5,04,0,4,2,0,0,0
2016-01-27,1,27,027,3,5,04,0,3,3,0,0,0
2016-01-28,1,28,028,4,5,04,0,2,4,0,0,0
2016-01-29,1,29,029,5,5,04,0,1,5,0,0,0
2016-01-30,1,30,030,6,5,04,1,0,0,1,0,0
2016-01-31,1,31,031,7,5,05,1,0,0,2,0,0
2016-02-01,2,1,032,1,1,05,0,6,1,0,0,0
2016-02-02,2,2,033,2,1,05,0,5,2,0,0,0
2016-02-03,2,3,034,3,1,05,0,4,3,0,0,0
2016-02-04,2,4,035,4,1,05,0,3,4,0,0,0
2016-02-05,2,5,036,5,1,05,0,2,5,0,0,0
2016-02-06,2,6,037,6,1,05,0,1,6,0,1,0
2016-02-07,2,7,038,7,1,06,1,0,0,1,0,1
2016-02-08,2,8,039,1,2,06,1,0,0,2,1,1
2016-02-09,2,9,040,2,2,06,1,0,0,3,1,1
2016-02-10,2,10,041,3,2,06,1,0,0,4,1,1
2016-02-11,2,11,042,4,2,06,1,0,0,5,1,1
2016-02-12,2,12,043,5,2,06,1,0,0,6,1,1
2016-02-13,2,13,044,6,2,06,1,0,0,7,0,1
2016-02-14,2,14,045,7,2,07,0,6,1,0,1,0
2016-02-15,2,15,046,1,3,07,0,5,2,0,0,0
2016-02-16,2,16,047,2,3,07,0,4,3,0,0,0
2016-02-17,2,17,048,3,3,07,0,3,4,0,0,0
2016-02-18,2,18,049,4,3,07,0,2,5,0,0,0
2016-02-19,2,19,050,5,3,07,0,1,6,0,0,0
2016-02-20,2,20,051,6,3,07,1,0,0,1,0,0
2016-02-21,2,21,052,7,3,08,1,0,0,2,0,0
2016-02-22,2,22,053,1,4,08,0,5,1,0,0,0
2016-02-23,2,23,054,2,4,08,0,4,2,0,0,0
2016-02-24,2,24,055,3,4,08,0,3,3,0,0,0
2016-02-25,2,25,056,4,4,08,0,2,4,0,0,0
2016-02-26,2,26,057,5,4,08,0,1,5,0,0,0
2016-02-27,2,27,058,6,4,08,1,0,0,1,0,0
2016-02-28,2,28,059,7,4,09,1,0,0,2,0,0
2016-02-29,2,29,060,1,5,09,0,5,1,0,0,0
2016-03-01,3,1,061,2,1,09,0,4,2,0,0,0
2016-03-02,3,2,062,3,1,09,0,3,3,0,0,0
2016-03-03,3,3,063,4,1,09,0,2,4,0,0,0
2016-03-04,3,4,064,5,1,09,0,1,5,0,0,0
2016-03-05,3,5,065,6,1,09,1,0,0,1,0,0
2016-03-06,3,6,066,7,1,10,1,0,0,2,0,0
2016-03-07,3,7,067,1,2,10,0,5,1,0,0,0
2016-03-08,3,8,068,2,2,10,0,4,2,0,0,0
2016-03-09,3,9,069,3,2,10,0,3,3,0,0,0
2016-03-10,3,10,070,4,2,10,0,2,4,0,0,0
2016-03-11,3,11,071,5,2,10,0,1,5,0,0,0
2016-03-12,3,12,072,6,2,10,1,0,0,1,0,0
2016-03-13,3,13,073,7,2,11,1,0,0,2,0,0
2016-03-14,3,14,074,1,3,11,0,5,1,0,0,0
2016-03-15,3,15,075,2,3,11,0,4,2,0,0,0
2016-03-16,3,16,076,3,3,11,0,3,3,0,0,0
2016-03-17,3,17,077,4,3,11,0,2,4,0,0,0
2016-03-18,3,18,078,5,3,11,0,1,5,0,0,0
2016-03-19,3,19,079,6,3,11,1,0,0,1,0,0
2016-03-20,3,20,080,7,3,12,1,0,0,2,0,0
2016-03-21,3,21,081,1,4,12,0,5,1,0,0,0
2016-03-22,3,22,082,2,4,12,0,4,2,0,0,0
2016-03-23,3,23,083,3,4,12,0,3,3,0,0,0
2016-03-24,3,24,084,4,4,12,0,2,4,0,0,0
2016-03-25,3,25,085,5,4,12,0,1,5,0,0,0
2016-03-26,3,26,086,6,4,12,1,0,0,1,0,0
2016-03-27,3,27,087,7,4,13,1,0,0,2,0,0
2016-03-28,3,28,088,1,5,13,0,5,1,0,0,0
2016-03-29,3,29,089,2,5,13,0,4,2,0,0,0
2016-03-30,3,30,090,3,5,13,0,3,3,0,0,0
2016-03-31,3,31,091,4,5,13,0,2,4,0,0,0
2016-04-01,4,1,092,5,1,13,0,1,5,0,0,0
2016-04-02,4,2,093,6,1,13,1,0,0,1,0,0
2016-04-03,4,3,094,7,1,14,1,0,0,2,0,1
2016-04-04,4,4,095,1,2,14,1,0,0,3,1,1
2016-04-05,4,5,096,2,2,14,1,0,0,4,1,1
2016-04-06,4,6,097,3,2,14,0,3,1,0,0,0
2016-04-07,4,7,098,4,2,14,0,2,2,0,0,0
2016-04-08,4,8,099,5,2,14,0,1,3,0,0,0
2016-04-09,4,9,100,6,2,14,1,0,0,1,0,0
2016-04-10,4,10,101,7,2,15,1,0,0,2,0,0
2016-04-11,4,11,102,1,3,15,0,5,1,0,0,0
2016-04-12,4,12,103,2,3,15,0,4,2,0,0,0
2016-04-13,4,13,104,3,3,15,0,3,3,0,0,0
2016-04-14,4,14,105,4,3,15,0,2,4,0,0,0
2016-04-15,4,15,106,5,3,15,0,1,5,0,0,0
2016-04-16,4,16,107,6,3,15,1,0,0,1,0,0
2016-04-17,4,17,108,7,3,16,1,0,0,2,0,0
2016-04-18,4,18,109,1,4,16,0,5,1,0,0,0
2016-04-19,4,19,110,2,4,16,0,4,2,0,0,0
2016-04-20,4,20,111,3,4,16,0,3,3,0,0,0
2016-04-21,4,21,112,4,4,16,0,2,4,0,0,0
2016-04-22,4,22,113,5,4,16,0,1,5,0,0,0
2016-04-23,4,23,114,6,4,16,1,0,0,1,0,0
2016-04-24,4,24,115,7,4,17,1,0,0,2,0,0
2016-04-25,4,25,116,1,5,17,0,5,1,0,0,0
2016-04-26,4,26,117,2,5,17,0,4,2,0,0,0
2016-04-27,4,27,118,3,5,17,0,3,3,0,0,0
2016-04-28,4,28,119,4,5,17,0,2,4,0,0,0
2016-04-29,4,29,120,5,5,17,0,1,5,0,0,0
2016-04-30,4,30,121,6,5,17,1,0,0,1,0,0
2016-05-01,5,1,122,7,1,18,1,0,0,2,0,1
2016-05-02,5,2,123,1,2,18,1,0,0,3,1,1
2016-05-03,5,3,124,2,2,18,1,0,0,4,1,1
2016-05-04,5,4,125,3,2,18,0,3,1,0,0,0
2016-05-05,5,5,126,4,2,18,0,2,2,0,0,0
2016-05-06,5,6,127,5,2,18,0,1,3,0,0,0
2016-05-07,5,7,128,6,2,18,1,0,0,1,0,0
2016-05-08,5,8,129,7,2,19,1,0,0,2,0,0
2016-05-09,5,9,130,1,3,19,0,5,1,0,0,0
2016-05-10,5,10,131,2,3,19,0,4,2,0,0,0
2016-05-11,5,11,132,3,3,19,0,3,3,0,0,0
2016-05-12,5,12,133,4,3,19,0,2,4,0,0,0
2016-05-13,5,13,134,5,3,19,0,1,5,0,0,0
2016-05-14,5,14,135,6,3,19,1,0,0,1,0,0
2016-05-15,5,15,136,7,3,20,1,0,0,2,0,0
2016-05-16,5,16,137,1,4,20,0,5,1,0,0,0
2016-05-17,5,17,138,2,4,20,0,4,2,0,0,0
2016-05-18,5,18,139,3,4,20,0,3,3,0,0,0
2016-05-19,5,19,140,4,4,20,0,2,4,0,0,0
2016-05-20,5,20,141,5,4,20,0,1,5,0,0,0
2016-05-21,5,21,142,6,4,20,1,0,0,1,0,0
2016-05-22,5,22,143,7,4,21,1,0,0,2,0,0
2016-05-23,5,23,144,1,5,21,0,5,1,0,0,0
2016-05-24,5,24,145,2,5,21,0,4,2,0,0,0
2016-05-25,5,25,146,3,5,21,0,3,3,0,0,0
2016-05-26,5,26,147,4,5,21,0,2,4,0,0,0
2016-05-27,5,27,148,5,5,21,0,1,5,0,0,0
2016-05-28,5,28,149,6,5,21,1,0,0,1,0,0
2016-05-29,5,29,150,7,5,22,1,0,0,2,0,0
2016-05-30,5,30,151,1,6,22,0,5,1,0,0,0
2016-05-31,5,31,152,2,6,22,0,4,2,0,0,0
2016-06-01,6,1,153,3,1,22,0,3,3,0,0,0
2016-06-02,6,2,154,4,1,22,0,2,4,0,0,0
2016-06-03,6,3,155,5,1,22,0,1,5,0,0,0
2016-06-04,6,4,156,6,1,22,1,0,0,1,0,0
2016-06-05,6,5,157,7,1,23,1,0,0,2,0,0
2016-06-06,6,6,158,1,2,23,0,3,1,0,0,0
2016-06-07,6,7,159,2,2,23,0,2,2,0,0,0
2016-06-08,6,8,160,3,2,23,0,1,3,0,0,0
2016-06-09,6,9,161,4,2,23,1,0,0,1,1,1
2016-06-10,6,10,162,5,2,23,1,0,0,2,1,1
2016-06-11,6,11,163,6,2,23,1,0,0,3,0,1
2016-06-12,6,12,164,7,2,24,0,6,1,0,1,0
2016-06-13,6,13,165,1,3,24,0,5,2,0,0,0
2016-06-14,6,14,166,2,3,24,0,4,3,0,0,0
2016-06-15,6,15,167,3,3,24,0,3,4,0,0,0
2016-06-16,6,16,168,4,3,24,0,2,5,0,0,0
2016-06-17,6,17,169,5,3,24,0,1,6,0,0,0
2016-06-18,6,18,170,6,3,24,1,0,0,1,0,0
2016-06-19,6,19,171,7,3,25,1,0,0,2,0,0
2016-06-20,6,20,172,1,4,25,0,5,1,0,0,0
2016-06-21,6,21,173,2,4,25,0,4,2,0,0,0
2016-06-22,6,22,174,3,4,25,0,3,3,0,0,0
2016-06-23,6,23,175,4,4,25,0,2,4,0,0,0
2016-06-24,6,24,176,5,4,25,0,1,5,0,0,0
2016-06-25,6,25,177,6,4,25,1,0,0,1,0,0
2016-06-26,6,26,178,7,4,26,1,0,0,2,0,0
2016-06-27,6,27,179,1,5,26,0,5,1,0,0,0
2016-06-28,6,28,180,2,5,26,0,4,2,0,0,0
2016-06-29,6,29,181,3,5,26,0,3,3,0,0,0
2016-06-30,6,30,182,4,5,26,0,2,4,0,0,0
2016-07-01,7,1,183,5,1,26,0,1,5,0,0,0
2016-07-02,7,2,184,6,1,26,1,0,0,1,0,0
2016-07-03,7,3,185,7,1,27,1,0,0,2,0,0
2016-07-04,7,4,186,1,2,27,0,5,1,0,0,0
2016-07-05,7,5,187,2,2,27,0,4,2,0,0,0
2016-07-06,7,6,188,3,2,27,0,3,3,0,0,0
2016-07-07,7,7,189,4,2,27,0,2,4,0,0,0
2016-07-08,7,8,190,5,2,27,0,1,5,0,0,0
2016-07-09,7,9,191,6,2,27,1,0,0,1,0,0
2016-07-10,7,10,192,7,2,28,1,0,0,2,0,0
2016-07-11,7,11,193,1,3,28,0,5,1,0,0,0
2016-07-12,7,12,194,2,3,28,0,4,2,0,0,0
2016-07-13,7,13,195,3,3,28,0,3,3,0,0,0
2016-07-14,7,14,196,4,3,28,0,2,4,0,0,0
2016-07-15,7,15,197,5,3,28,0,1,5,0,0,0
2016-07-16,7,16,198,6,3,28,1,0,0,1,0,0
2016-07-17,7,17,199,7,3,29,1,0,0,2,0,0
2016-07-18,7,18,200,1,4,29,0,5,1,0,0,0
2016-07-19,7,19,201,2,4,29,0,4,2,0,0,0
2016-07-20,7,20,202,3,4,29,0,3,3,0,0,0
2016-07-21,7,21,203,4,4,29,0,2,4,0,0,0
2016-07-22,7,22,204,5,4,29,0,1,5,0,0,0
2016-07-23,7,23,205,6,4,29,1,0,0,1,0,0
2016-07-24,7,24,206,7,4,30,1,0,0,2,0,0
2016-07-25,7,25,207,1,5,30,0,5,1,0,0,0
2016-07-26,7,26,208,2,5,30,0,4,2,0,0,0
2016-07-27,7,27,209,3,5,30,0,3,3,0,0,0
2016-07-28,7,28,210,4,5,30,0,2,4,0,0,0
2016-07-29,7,29,211,5,5,30,0,1,5,0,0,0
2016-07-30,7,30,212,6,5,30,1,0,0,1,0,0
2016-07-31,7,31,213,7,5,31,1,0,0,2,0,0
2016-08-01,8,1,214,1,1,31,0,5,1,0,0,0
2016-08-02,8,2,215,2,1,31,0,4,2,0,0,0
2016-08-03,8,3,216,3,1,31,0,3,3,0,0,0
2016-08-04,8,4,217,4,1,31,0,2,4,0,0,0
2016-08-05,8,5,218,5,1,31,0,1,5,0,0,0
2016-08-06,8,6,219,6,1,31,1,0,0,1,0,0
2016-08-07,8,7,220,7,1,32,1,0,0,2,0,0
2016-08-08,8,8,221,1,2,32,0,5,1,0,0,0
2016-08-09,8,9,222,2,2,32,0,4,2,0,0,0
2016-08-10,8,10,223,3,2,32,0,3,3,0,0,0
2016-08-11,8,11,224,4,2,32,0,2,4,0,0,0
2016-08-12,8,12,225,5,2,32,0,1,5,0,0,0
2016-08-13,8,13,226,6,2,32,1,0,0,1,0,0
2016-08-14,8,14,227,7,2,33,1,0,0,2,0,0
2016-08-15,8,15,228,1,3,33,0,5,1,0,0,0
2016-08-16,8,16,229,2,3,33,0,4,2,0,0,0
2016-08-17,8,17,230,3,3,33,0,3,3,0,0,0
2016-08-18,8,18,231,4,3,33,0,2,4,0,0,0
2016-08-19,8,19,232,5,3,33,0,1,5,0,0,0
2016-08-20,8,20,233,6,3,33,1,0,0,1,0,0
2016-08-21,8,21,234,7,3,34,1,0,0,2,0,0
2016-08-22,8,22,235,1,4,34,0,5,1,0,0,0
2016-08-23,8,23,236,2,4,34,0,4,2,0,0,0
2016-08-24,8,24,237,3,4,34,0,3,3,0,0,0
2016-08-25,8,25,238,4,4,34,0,2,4,0,0,0
2016-08-26,8,26,239,5,4,34,0,1,5,0,0,0
2016-08-27,8,27,240,6,4,34,1,0,0,1,0,0
2016-08-28,8,28,241,7,4,35,1,0,0,2,0,0
2016-08-29,8,29,242,1,5,35,0,5,1,0,0,0
2016-08-30,8,30,243,2,5,35,0,4,2,0,0,0
2016-08-31,8,31,244,3,5,35,0,3,3,0,0,0
2016-09-01,9,1,245,4,1,35,0,2,4,0,0,0
2016-09-02,9,2,246,5,1,35,0,1,5,0,0,0
2016-09-03,9,3,247,6,1,35,1,0,0,1,0,0
2016-09-04,9,4,248,7,1,36,1,0,0,2,0,0
2016-09-05,9,5,249,1,2,36,0,5,1,0,0,0
2016-09-06,9,6,250,2,2,36,0,4,2,0,0,0
2016-09-07,9,7,251,3,2,36,0,3,3,0,0,0
2016-09-08,9,8,252,4,2,36,0,2,4,0,0,0
2016-09-09,9,9,253,5,2,36,0,1,5,0,0,0
2016-09-10,9,10,254,6,2,36,1,0,0,1,0,0
2016-09-11,9,11,255,7,2,37,1,0,0,2,0,0
2016-09-12,9,12,256,1,3,37,0,3,1,0,0,0
2016-09-13,9,13,257,2,3,37,0,2,2,0,0,0
2016-09-14,9,14,258,3,3,37,0,1,3,0,0,0
2016-09-15,9,15,259,4,3,37,1,0,0,1,1,1
2016-09-16,9,16,260,5,3,37,1,0,0,2,1,1
2016-09-17,9,17,261,6,3,37,1,0,0,3,0,1
2016-09-18,9,18,262,7,3,38,0,6,1,0,1,0
2016-09-19,9,19,263,1,4,38,0,5,2,0,0,0
2016-09-20,9,20,264,2,4,38,0,4,3,0,0,0
2016-09-21,9,21,265,3,4,38,0,3,4,0,0,0
2016-09-22,9,22,266,4,4,38,0,2,5,0,0,0
2016-09-23,9,23,267,5,4,38,0,1,6,0,0,0
2016-09-24,9,24,268,6,4,38,1,0,0,1,0,0
2016-09-25,9,25,269,7,4,39,1,0,0,2,0,0
2016-09-26,9,26,270,1,5,39,0,5,1,0,0,0
2016-09-27,9,27,271,2,5,39,0,4,2,0,0,0
2016-09-28,9,28,272,3,5,39,0,3,3,0,0,0
2016-09-29,9,29,273,4,5,39,0,2,4,0,0,0
2016-09-30,9,30,274,5,5,39,0,1,5,0,0,0
2016-10-01,10,1,275,6,1,39,1,0,0,1,0,1
2016-10-02,10,2,276,7,1,40,1,0,0,2,0,1
2016-10-03,10,3,277,1,2,40,1,0,0,3,1,1
2016-10-04,10,4,278,2,2,40,1,0,0,4,1,1
2016-10-05,10,5,279,3,2,40,1,0,0,5,1,1
2016-10-06,10,6,280,4,2,40,1,0,0,6,1,1
2016-10-07,10,7,281,5,2,40,1,0,0,7,1,1
2016-10-08,10,8,282,6,2,40,0,7,1,0,1,0
2016-10-09,10,9,283,7,2,41,0,6,2,0,1,0
2016-10-10,10,10,284,1,3,41,0,5,3,0,0,0
2016-10-11,10,11,285,2,3,41,0,4,4,0,0,0
2016-10-12,10,12,286,3,3,41,0,3,5,0,0,0
2016-10-13,10,13,287,4,3,41,0,2,6,0,0,0
2016-10-14,10,14,288,5,3,41,0,1,7,0,0,0
2016-10-15,10,15,289,6,3,41,1,0,0,1,0,0
2016-10-16,10,16,290,7,3,42,1,0,0,2,0,0
2016-10-17,10,17,291,1,4,42,0,5,1,0,0,0
2016-10-18,10,18,292,2,4,42,0,4,2,0,0,0
2016-10-19,10,19,293,3,4,42,0,3,3,0,0,0
2016-10-20,10,20,294,4,4,42,0,2,4,0,0,0
2016-10-21,10,21,295,5,4,42,0,1,5,0,0,0
2016-10-22,10,22,296,6,4,42,1,0,0,1,0,0
2016-10-23,10,23,297,7,4,43,1,0,0,2,0,0
2016-10-24,10,24,298,1,5,43,0,5,1,0,0,0
2016-10-25,10,25,299,2,5,43,0,4,2,0,0,0
2016-10-26,10,26,300,3,5,43,0,3,3,0,0,0
2016-10-27,10,27,301,4,5,43,0,2,4,0,0,0
2016-10-28,10,28,302,5,5,43,0,1,5,0,0,0
2016-10-29,10,29,303,6,5,43,1,0,0,1,0,0
2016-10-30,10,30,304,7,5,44,1,0,0,2,0,0
2016-10-31,10,31,305,1,6,44,0,5,1,0,0,0
